policy_id,policy_country_iso_code,policy_jurisdiction,policy_country,policy_type_of_policy_instrument,policy_sector_name,policy_type,policy_implementation_state,policy_date_of_decision,policy_start_date_of_implementation,policy_end_date_of_implementation,policy_high_impact,policy_last_updated,policy_start_date_analysis,policy_end_date_analysis,DirectInvestment,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,PolicySupport,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,g1,g2,g3,g4,g5,g6,g7,eh1,eh2,eh3,eh4,eh5,eh6,eh7,eh8,eh9,eh10,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,b1,b2,b3,b4,b5,b6,lt1,lt2,lt3,lt4,lt5,lt6,lt7,af1,af2,af3,af4,af5,af6,GeneralSector,ElectricitySector,IndustrySector,BuildingsSector,TransportSector,LandSector,F,Sp
211004527,KEN,Country,Kenya,"Policy support, Strategic planning",General,Unknown,In force,2009,,,,,2009,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004528,UGA,Country,Uganda,"Policy support, Strategic planning",General,Unknown,In force,2010,,,,,2010,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004529,COL,Country,Colombia,"Economic instruments, Fiscal or financial incentives, Regulatory Instruments, Codes and standards, Building codes and standards, Monitoring",Buildings,Energy efficiency,In force,2018,2018,2025,Unknown,,2018,2025,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
211004530,COL,Country,Colombia,"Strategic planning, Regulatory Instruments","Industry, Waste CH4",Non-energy use,In force,2016,,,Unknown,,2016,2021,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
211004531,ZMB,Country,Zambia,"Coordinating body for climate strategy, Formal & legally binding climate strategy",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2016,,,Unknown,,2016,2021,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004532,MYS,Country,Malaysia,"Political & non-binding climate strategy, Policy support","General, Electricity and heat","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2010,,,,,2010,2021,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,1
211004533,NGA,Country,Nigeria,"Policy support, Strategic planning",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2012,2012,,Unknown,,2012,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004534,MDG,Country,Madagascar,Political & non-binding climate strategy,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",In force,2010,2010,,Unknown,,2010,2021,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004535,PAK,Country,Pakistan,"Barrier removal, Grid access and priority for renewables, Policy support, Strategic planning, Target",Electricity and heat,"Energy efficiency, Renewables",Ended,2013,,2017,,,2013,2017,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
211004536,CRI,Country,Costa Rica,Information and education,Industry,"Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",In force,2017,,,Unknown,,2017,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
211004538,BLR,Country,Belarus,"Target, Renewable energy target, Political & non-binding renewable energy target",General,Renewables,Ended,2011,,2015,Unknown,,2011,2015,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004539,TGO,Country,Togo,"Direct investment, Strategic planning",Agriculture and forestry,Non-energy use,In force,2010,,,Unknown,,2010,2021,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2
211004540,TGO,Country,Togo,Strategic planning,"Agriculture and forestry, Forestry",Non-energy use,In force,2015,,,Unknown,,2015,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1,2
211004541,NLD,Country,Netherlands,"Policy support, Strategic planning",General,Unknown,In force,2007,,,,,2007,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004542,BLR,Country,Belarus,Political & non-binding energy efficiency target,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",Superseded,2006,,2010,Unknown,,2006,2010,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004543,BLR,Country,Belarus,"Climate strategy, Political & non-binding climate strategy, GHG reduction target, Political & non-binding GHG reduction target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",Ended,2013,,2020,Unknown,,2013,2020,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004544,CZE,Country,Czechia,"Climate strategy, Political & non-binding climate strategy, Target, GHG reduction target, Political & non-binding GHG reduction target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",Ended,2004,,2020,Unknown,,2004,2020,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004545,DNK,Country,Denmark,Demonstration project,"Electricity and heat, Renewables",Renewables,In force,2003,,,Unknown,,2003,2021,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211004546,CRI,Country,Costa Rica,"Policy support, Strategic planning",Agriculture and forestry,Non-energy use,In force,2017,,,Unknown,,2017,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2
211004547,AUT,Country,Austria,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General, Transport",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,5,2
211004548,CYP,Country,Cyprus,"Renewable energy target, Formal & legally binding renewable energy target",General,Renewables,Ended,2009,,2020,Unknown,,2009,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004549,CZE,Country,Czechia,"Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004550,FIN,Country,Finland,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General","Renewables, Unknown",Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004551,ISL,Country,Iceland,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2014,,2020,Unknown,,2014,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004552,IRL,Country,Ireland,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004553,LTU,Country,Lithuania,"Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004554,LUX,Country,Luxembourg,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004555,MKD,Country,"Macedonia, the former Yugoslav Republic of","Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2014,,2020,Unknown,,2014,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004556,MLT,Country,Malta,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004557,MDA,Country,"Moldova, Republic of","Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2013,,2020,Unknown,,2013,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004558,PRT,Country,Portugal,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004559,SVN,Country,Slovenia,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004560,LVA,Country,Latvia,"Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004561,NOR,Country,Norway,"Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2012,,2020,Unknown,,2012,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004562,BEL,Country,Belgium,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004563,EST,Country,Estonia,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004564,GRC,Country,Greece,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004565,ROU,Country,Romania,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004566,SVK,Country,Slovakia,"Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004567,SWE,Country,Sweden,"Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004568,HUN,Country,Hungary,"Target, Renewable energy target, Formal & legally binding renewable energy target",General,Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004569,NLD,Country,Netherlands,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004570,POL,Country,Poland,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004571,ESP,Country,Spain,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
211004572,DNK,Country,Denmark,Formal & legally binding renewable energy target,"Electricity and heat, Renewables, General, Transport",Renewables,Ended,2010,,2020,Unknown,,2010,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,5,2
211004573,UKR,Country,Ukraine,"Renewable energy target, Political & non-binding renewable energy target, Tax relief, Strategic planning","Buildings, Heating and cooling, Electricity and heat, Renewables, Transport, General",Renewables,Ended,2014,,2020,Unknown,,2014,2020,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,5,2
211004574,PHL,Country,Philippines,"Renewable energy target, Political & non-binding renewable energy target",General,Renewables,In force,2011,,2030,Unknown,,2011,2030,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004575,MNG,Country,Mongolia,"Target, Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables",Renewables,Ended,2005,,2020,Unknown,,2005,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211004576,ARE,Country,United Arab Emirates,"Policy support, Research & Development and Deployment (RD&D)","Transport, Electricity and heat, Renewables",Renewables,In force,2011,,,,,2011,2021,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,2
211004578,KWT,Country,Kuwait,"Information and education, Advice or aid in implementation, Information provision, Research & Development and Deployment (RD&D), Research programme",Electricity and heat,Renewables,In force,2011,,,,,2011,2021,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
211004579,BGR,Country,Bulgaria,Building codes and standards,Buildings,Energy efficiency,In force,2006,,,Unknown,,2006,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
211004580,IRN,Country,Iran,Strategic planning,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2009,,,,,2009,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004581,TZA,Country,"Tanzania, United Republic of","Policy support, Strategic planning",Agriculture and forestry,Non-energy use,In force,2013,,,,,2013,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2
211004582,BDI,Country,Burundi,"Climate strategy, Political & non-binding climate strategy",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2013,,,Unknown,,2013,2021,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211004583,BGR,Country,Bulgaria,Strategic planning,"Agriculture and forestry, Forestry",Non-energy use,In force,2013,,,Unknown,,2013,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1,2
211004584,TZA,Country,"Tanzania, United Republic of","Target, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables",Renewables,Ended,2010,,2015,Unknown,,2010,2015,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211004585,ZMB,Country,Zambia,Strategic planning,"Agriculture and forestry, Forestry",Non-energy use,In force,2015,,,Unknown,,2015,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1,2
211004586,YEM,Country,Yemen,Strategic planning,"Electricity and heat, Renewables, Buildings, Heating and cooling","Energy efficiency, Renewables",In force,2009,,,Unknown,,2009,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,2
211004587,CHL,Country,Chile,"Policy support, Strategic planning",Buildings,Energy efficiency,In force,2013,,,Unknown,,2013,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
211004588,YEM,Country,Yemen,"Target, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables",Renewables,In force,2010,,2025,Unknown,,2010,2025,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
